artist_id;genre;last_updated
61WnmZdejrzK1KDPH2j2qD;ska revival;2022-01-26 01:56:21.440819
61WnmZdejrzK1KDPH2j2qD;traditional ska;2022-01-26 01:56:21.440819
61kl8a9uwRmmNjBExAEqiH;argentine indie;2022-01-26 01:56:46.702827
61kl8a9uwRmmNjBExAEqiH;indie platense;2022-01-26 01:56:46.702827
61wjkDrxSXXH1yUOczhJmT;cumbia santafesina;2022-01-26 01:57:16.260524
62KIJJdBnLN13RmoZPNXfc;argentine indie;2022-01-26 01:58:05.067615
62KIJJdBnLN13RmoZPNXfc;electronica argentina;2022-01-26 01:58:05.067615
62KIJJdBnLN13RmoZPNXfc;indie cordoba;2022-01-26 01:58:05.067615
62KIJJdBnLN13RmoZPNXfc;pop electronico;2022-01-26 01:58:05.067615
62KIJJdBnLN13RmoZPNXfc;r&b argentino;2022-01-26 01:58:05.067615
62v5YTmtBD2edMnQXLwuTj;indie cordoba;2022-01-26 01:58:29.923336
62zZb3lpCFBqLDjMccQgND;argentine hip hop;2022-01-26 01:58:57.136142
62zZb3lpCFBqLDjMccQgND;boom bap espanol;2022-01-26 01:58:57.136142
62zZb3lpCFBqLDjMccQgND;rap underground argentino;2022-01-26 01:58:57.136142
630bpApsPooK2KTIZ2pEkz;manso indie;2022-01-26 01:59:08.964597
632M26jlmnCrL8CqD5i7Kd;argentine heavy metal;2022-01-26 02:00:19.156465
632M26jlmnCrL8CqD5i7Kd;argentine rock;2022-01-26 02:00:19.156465
632M26jlmnCrL8CqD5i7Kd;latin metal;2022-01-26 02:00:19.156465
632M26jlmnCrL8CqD5i7Kd;rock en espanol;2022-01-26 02:00:19.156465
632M26jlmnCrL8CqD5i7Kd;rock urbano mexicano;2022-01-26 02:00:19.156465
63VCBwAH0mfhJsOezGMbe4;folclore tucumano;2022-01-26 02:00:52.872657
63VCBwAH0mfhJsOezGMbe4;indie cordoba;2022-01-26 02:00:52.872657
63blADtyoHnnr55DesThd1;fallen angel;2022-01-26 02:01:02.151123
63xFjf6Ww22O5gHrBP79G9;argentine telepop;2022-01-26 02:01:50.519221
63xFjf6Ww22O5gHrBP79G9;pop argentino;2022-01-26 02:01:50.519221
64C7jjsiHxegCurrYpCabw;argentine indie;2022-01-26 02:01:57.597345
