artist_id;key_count_C_minor;key_count_Db_minor;key_count_D_minor;key_count_Eb_minor;key_count_E_minor;key_count_F_minor;key_count_Gb_minor;key_count_G_minor;key_count_Ab_minor;key_count_A_minor;key_count_Bb_minor;key_count_B_minor;key_count_C_major;key_count_Db_major;key_count_D_major;key_count_Eb_major;key_count_E_major;key_count_F_major;key_count_Gb_major;key_count_G_major;key_count_Ab_major;key_count_A_major;key_count_Bb_major;key_count_B_major;loudness_count;loudness_mean;loudness_std;loudness_min;loudness_1Q;loudness_median;loudness_3Q;loudness_max;duration_count;duration_mean;duration_std;duration_min;duration_1Q;duration_median;duration_3Q;duration_max;tempo_count;tempo_mean;tempo_std;tempo_min;tempo_1Q;tempo_median;tempo_3Q;tempo_max;danceability_count;danceability_mean;danceability_std;danceability_min;danceability_1Q;danceability_median;danceability_3Q;danceability_max;energy_count;energy_mean;energy_std;energy_min;energy_1Q;energy_median;energy_3Q;energy_max;valence_count;valence_mean;valence_std;valence_min;valence_1Q;valence_median;valence_3Q;valence_max;speechiness_count;speechiness_mean;speechiness_std;speechiness_min;speechiness_1Q;speechiness_median;speechiness_3Q;speechiness_max;acousticness_count;acousticness_mean;acousticness_std;acousticness_min;acousticness_1Q;acousticness_median;acousticness_3Q;acousticness_max;instrumentalness_count;instrumentalness_mean;instrumentalness_std;instrumentalness_min;instrumentalness_1Q;instrumentalness_median;instrumentalness_3Q;instrumentalness_max;liveness_count;liveness_mean;liveness_std;liveness_min;liveness_1Q;liveness_median;liveness_3Q;liveness_max;last_updated
3k4DZyXoTNV3aU940gXJUO;2.0;1.0;6.0;0.0;4.0;0.0;2.0;1.0;2.0;4.0;0.0;8.0;4.0;1.0;5.0;0.0;0.0;1.0;1.0;6.0;0.0;2.0;0.0;0.0;50.0;-14.056;8.021;-60.0;-14.812;-12.586;-10.736;-6.742;50.0;236760.02;77044.315;17000.0;191692.25;231572.5;290812.75;421500.0;50.0;116.294;33.632;0.0;95.986;110.509;135.282;176.066;50.0;0.498;0.161;0.0;0.389;0.49;0.629;0.772;50.0;0.309;0.236;0.0;0.12;0.236;0.419;0.848;50.0;0.299;0.205;0.0;0.142;0.236;0.448;0.917;50.0;0.073;0.089;0.0;0.036;0.042;0.054;0.386;50.0;0.63;0.333;0.0;0.375;0.73;0.92;0.982;50.0;0.124;0.264;0.0;0.0;0.002;0.098;0.897;50.0;0.131;0.077;0.0;0.093;0.109;0.143;0.38;2022-01-31 12:57:45.258934
3k5N1Kz645E8qh0dOUQPnB;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;10.0;-10.082;2.175;-13.123;-11.849;-10.209;-8.376;-6.527;10.0;176853.7;60597.656;98315.0;129897.25;164357.0;218736.5;286375.0;10.0;131.365;27.399;98.053;116.162;124.94;137.517;180.323;10.0;0.67;0.186;0.163;0.683;0.706;0.763;0.827;10.0;0.506;0.141;0.3;0.444;0.496;0.563;0.778;10.0;0.467;0.276;0.09;0.288;0.44;0.584;0.951;10.0;0.063;0.045;0.033;0.035;0.045;0.068;0.18;10.0;0.381;0.248;0.011;0.215;0.358;0.564;0.826;10.0;0.081;0.201;0.0;0.0;0.003;0.034;0.643;10.0;0.155;0.086;0.084;0.1;0.134;0.159;0.37;2022-01-31 12:57:45.973332
3k7DeCopL8qSbE8NEebjCo;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;10.0;-6.881;1.541;-10.553;-6.87;-6.419;-5.859;-5.701;10.0;210442.2;26553.15;165626.0;189456.0;214399.5;229626.5;244120.0;10.0;118.852;40.222;77.26;96.882;100.392;156.525;180.036;10.0;0.57;0.111;0.383;0.499;0.565;0.648;0.731;10.0;0.748;0.075;0.651;0.678;0.75;0.81;0.853;10.0;0.403;0.169;0.087;0.302;0.374;0.558;0.61;10.0;0.183;0.087;0.048;0.138;0.168;0.243;0.342;10.0;0.085;0.086;0.003;0.021;0.055;0.121;0.269;;;;;;;;;10.0;0.16;0.096;0.065;0.097;0.11;0.224;0.352;2022-01-31 12:57:46.688223
3kCUGOxRvHLSLPxbelSIif;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;12.0;-4.081;0.365;-4.747;-4.223;-4.059;-3.854;-3.574;12.0;210318.5;32682.847;162853.0;183779.5;218646.5;231402.75;258240.0;12.0;153.725;30.354;94.979;130.034;159.454;172.481;194.036;12.0;0.47;0.086;0.343;0.406;0.461;0.533;0.595;12.0;0.958;0.037;0.884;0.95;0.975;0.985;0.989;12.0;0.31;0.134;0.151;0.178;0.331;0.416;0.557;12.0;0.092;0.048;0.03;0.045;0.098;0.141;0.15;;;;;;;;;12.0;0.078;0.111;0.001;0.006;0.03;0.085;0.352;12.0;0.214;0.136;0.046;0.115;0.196;0.293;0.526;2022-01-31 12:57:47.161897
3kFGjxziRk5MvVltBy4CaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;2.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;14.0;-10.208;1.431;-12.737;-11.117;-10.476;-10.059;-7.613;14.0;215927.786;28745.765;155653.0;196549.75;222115.5;232147.25;273106.0;14.0;126.698;12.571;91.987;123.512;127.524;131.468;150.076;14.0;0.619;0.041;0.534;0.601;0.621;0.648;0.689;14.0;0.654;0.072;0.517;0.64;0.665;0.689;0.783;14.0;0.558;0.188;0.226;0.413;0.609;0.701;0.837;14.0;0.033;0.006;0.024;0.028;0.031;0.037;0.045;14.0;0.052;0.094;0.001;0.002;0.008;0.054;0.35;14.0;0.057;0.169;0.0;0.0;0.001;0.009;0.635;14.0;0.172;0.109;0.075;0.11;0.124;0.198;0.448;2022-01-31 12:57:47.668759
3kNByUYht34hI6ugWqMtCq;2.0;2.0;5.0;0.0;8.0;0.0;1.0;2.0;1.0;5.0;3.0;4.0;12.0;5.0;10.0;1.0;3.0;3.0;0.0;19.0;1.0;8.0;1.0;5.0;101.0;-9.444;3.437;-19.351;-11.518;-8.209;-7.032;-4.544;101.0;213069.0;63986.698;109800.0;166053.0;205173.0;241546.0;380440.0;101.0;124.266;27.825;33.427;112.823;123.036;139.968;217.289;101.0;0.619;0.13;0.195;0.537;0.619;0.706;0.889;101.0;0.444;0.197;0.032;0.31;0.432;0.614;0.85;101.0;0.467;0.237;0.039;0.285;0.452;0.65;0.911;101.0;0.095;0.138;0.027;0.037;0.049;0.088;0.948;101.0;0.402;0.31;0.0;0.127;0.338;0.691;0.99;101.0;0.02;0.091;0.0;0.0;0.0;0.0;0.633;101.0;0.236;0.232;0.048;0.103;0.127;0.24;0.96;2022-01-31 12:57:48.256198
3kWmJWDJ5LZtmISsezUyVD;2.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;4.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;2.0;0.0;25.0;-7.35;2.311;-13.419;-9.211;-7.425;-5.351;-3.733;25.0;197410.92;67647.154;52960.0;146826.0;203415.0;228920.0;393626.0;25.0;116.52;26.733;77.259;101.767;108.817;133.684;199.551;25.0;0.394;0.094;0.25;0.309;0.373;0.477;0.581;25.0;0.752;0.133;0.399;0.685;0.72;0.864;0.949;25.0;0.428;0.167;0.093;0.349;0.39;0.573;0.831;25.0;0.048;0.027;0.026;0.03;0.04;0.056;0.129;25.0;0.008;0.02;0.0;0.0;0.0;0.003;0.068;25.0;0.361;0.314;0.0;0.055;0.313;0.645;0.923;25.0;0.184;0.109;0.044;0.113;0.145;0.261;0.399;2022-01-31 12:57:49.252855
3kYfNaPULwaIV5eQ4JHzsH;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;0.0;4.0;7.0;0.0;2.0;0.0;2.0;5.0;2.0;8.0;0.0;9.0;0.0;6.0;55.0;-8.954;2.231;-16.229;-9.852;-8.927;-7.068;-5.562;55.0;212627.745;48088.239;110706.0;187660.0;212968.0;235029.0;336001.0;55.0;122.592;28.808;72.999;100.064;119.99;139.888;179.893;55.0;0.548;0.137;0.244;0.444;0.553;0.663;0.833;55.0;0.517;0.178;0.149;0.404;0.555;0.66;0.796;55.0;0.404;0.19;0.048;0.247;0.419;0.538;0.829;55.0;0.037;0.011;0.026;0.03;0.034;0.039;0.095;55.0;0.336;0.322;0.001;0.053;0.146;0.613;0.931;55.0;0.002;0.013;0.0;0.0;0.0;0.0;0.095;55.0;0.242;0.241;0.04;0.088;0.132;0.32;0.934;2022-01-31 12:57:49.800736
3kdtLzdSaLDl1yh5WhSBxQ;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;0.0;8.0;0.0;1.0;4.0;0.0;15.0;0.0;12.0;0.0;6.0;68.0;-7.421;4.107;-19.099;-10.03;-5.864;-4.219;-2.282;68.0;210328.882;60459.909;23222.0;182778.75;211460.0;242185.5;402573.0;68.0;137.501;39.189;83.026;97.771;137.978;173.339;199.961;68.0;0.469;0.1;0.199;0.4;0.486;0.53;0.782;68.0;0.746;0.209;0.208;0.647;0.801;0.921;0.979;68.0;0.478;0.209;0.04;0.34;0.451;0.626;0.909;68.0;0.057;0.037;0.025;0.033;0.043;0.067;0.194;68.0;0.153;0.278;0.0;0.002;0.009;0.131;0.907;68.0;0.022;0.117;0.0;0.0;0.0;0.0;0.786;68.0;0.208;0.151;0.021;0.103;0.165;0.3;0.805;2022-01-31 12:57:50.816933
3kgORwBOx7QuJnFHWTDUB9;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;-12.306;1.885;-13.598;-13.504;-12.721;-12.281;-8.255;7.0;255577.429;61037.847;170712.0;229289.5;233352.0;290639.5;345120.0;7.0;152.429;37.832;100.084;132.502;164.932;168.499;199.985;7.0;0.391;0.08;0.325;0.349;0.367;0.392;0.564;7.0;0.726;0.094;0.59;0.682;0.737;0.756;0.879;7.0;0.725;0.164;0.474;0.644;0.695;0.841;0.935;7.0;0.086;0.089;0.034;0.043;0.061;0.069;0.286;7.0;0.189;0.141;0.031;0.11;0.187;0.211;0.464;7.0;0.27;0.411;0.0;0.001;0.009;0.48;0.921;7.0;0.199;0.096;0.093;0.127;0.201;0.236;0.369;2022-01-31 12:57:51.567979
3kmZA3BAISewqqhcyCUNmq;0.0;2.0;1.0;0.0;5.0;0.0;9.0;2.0;2.0;4.0;2.0;1.0;8.0;0.0;3.0;0.0;4.0;2.0;2.0;13.0;0.0;14.0;0.0;1.0;75.0;-11.112;1.868;-16.029;-12.78;-10.918;-9.761;-7.394;75.0;185856.227;50929.286;73600.0;148651.5;176066.0;205786.0;314346.0;75.0;120.671;32.062;69.625;99.634;116.468;134.628;216.07;75.0;0.589;0.095;0.327;0.528;0.588;0.672;0.759;75.0;0.251;0.119;0.022;0.174;0.222;0.336;0.633;75.0;0.335;0.183;0.039;0.201;0.302;0.433;0.879;75.0;0.102;0.142;0.032;0.04;0.05;0.106;0.863;75.0;0.917;0.1;0.42;0.911;0.95;0.97;0.989;75.0;0.008;0.029;0.0;0.0;0.0;0.0;0.194;75.0;0.124;0.071;0.079;0.097;0.107;0.12;0.606;2022-01-31 12:57:52.265745
3ksfJQGRtHGFj9QbTJNGAW;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;3.0;0.0;2.0;4.0;5.0;0.0;0.0;25.0;-10.589;2.874;-18.436;-12.576;-10.372;-8.164;-7.345;25.0;209069.36;32610.877;140909.0;195120.0;208329.0;223764.0;269721.0;25.0;122.525;34.684;68.143;96.021;128.033;150.027;182.0;25.0;0.704;0.098;0.459;0.654;0.723;0.776;0.861;25.0;0.385;0.128;0.092;0.295;0.371;0.475;0.594;25.0;0.425;0.192;0.096;0.3;0.383;0.536;0.822;25.0;0.075;0.068;0.027;0.035;0.047;0.074;0.271;25.0;0.474;0.285;0.028;0.248;0.53;0.748;0.903;25.0;0.007;0.035;0.0;0.0;0.0;0.0;0.175;25.0;0.174;0.102;0.067;0.1;0.122;0.283;0.342;2022-01-31 12:57:53.074881
3kww2RwVsla3J0eZyfRLIu;11.0;4.0;16.0;2.0;26.0;15.0;18.0;8.0;8.0;20.0;10.0;22.0;9.0;2.0;16.0;5.0;16.0;16.0;3.0;12.0;8.0;5.0;7.0;7.0;266.0;-10.61;2.632;-18.76;-12.351;-10.498;-8.746;-4.369;266.0;195252.5;39629.542;111098.0;169283.0;192824.0;213835.0;363186.0;266.0;112.112;29.258;61.361;88.281;108.788;131.123;203.88;266.0;0.529;0.125;0.247;0.433;0.53;0.623;0.864;266.0;0.336;0.129;0.042;0.244;0.327;0.408;0.792;266.0;0.447;0.187;0.049;0.303;0.435;0.571;0.968;266.0;0.044;0.02;0.026;0.033;0.038;0.048;0.171;266.0;0.76;0.165;0.203;0.659;0.798;0.878;0.989;266.0;0.011;0.052;0.0;0.0;0.0;0.0;0.45;266.0;0.191;0.15;0.042;0.101;0.126;0.204;0.858;2022-01-31 12:57:53.756567
3kzoyQeKsewahhW1bs4SRP;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;2.0;3.0;3.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;24.0;-9.917;3.289;-15.877;-11.706;-10.728;-7.524;-3.972;24.0;177885.333;49761.641;103448.0;132245.75;192000.0;213532.0;288128.0;24.0;128.94;29.55;85.042;109.236;121.541;146.938;199.39;24.0;0.652;0.113;0.347;0.586;0.646;0.71;0.837;24.0;0.444;0.145;0.263;0.345;0.385;0.483;0.844;24.0;0.413;0.237;0.118;0.198;0.418;0.529;0.893;24.0;0.046;0.015;0.027;0.036;0.044;0.05;0.077;24.0;0.516;0.268;0.073;0.292;0.587;0.713;0.897;24.0;0.009;0.029;0.0;0.0;0.0;0.001;0.138;24.0;0.118;0.054;0.048;0.087;0.108;0.152;0.274;2022-01-31 12:57:55.098454
3l0fvQZ2wdiv7zbpCGWqFB;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;2.0;11.0;-9.535;1.138;-11.902;-9.85;-9.092;-8.817;-8.397;11.0;222973.0;34785.599;159666.0;202366.5;214306.0;248673.0;286586.0;11.0;115.48;24.454;76.304;95.25;128.992;130.2;147.216;11.0;0.762;0.07;0.638;0.726;0.776;0.813;0.853;11.0;0.63;0.131;0.469;0.523;0.614;0.702;0.856;11.0;0.895;0.102;0.68;0.89;0.937;0.962;0.968;11.0;0.07;0.023;0.041;0.059;0.066;0.073;0.114;11.0;0.064;0.046;0.001;0.026;0.074;0.101;0.124;11.0;0.032;0.105;0.0;0.0;0.0;0.002;0.35;11.0;0.101;0.065;0.02;0.061;0.091;0.114;0.261;2022-01-31 12:57:56.117082
3lDQislDxJiX4OQIZAdk6M;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;12.0;-6.154;1.262;-9.431;-6.746;-5.849;-5.345;-4.597;12.0;269751.333;41583.916;216046.0;243043.75;259984.0;295614.0;350394.0;12.0;103.882;26.336;78.008;80.007;94.083;125.778;145.798;12.0;0.328;0.105;0.12;0.251;0.376;0.408;0.434;12.0;0.676;0.098;0.466;0.644;0.686;0.733;0.832;12.0;0.242;0.155;0.048;0.116;0.238;0.314;0.577;12.0;0.037;0.009;0.028;0.03;0.035;0.041;0.056;12.0;0.059;0.07;0.002;0.005;0.028;0.105;0.228;12.0;0.022;0.061;0.0;0.0;0.001;0.007;0.214;12.0;0.171;0.096;0.095;0.1;0.126;0.2;0.359;2022-01-31 12:57:56.725546
3lXtbYD0IVuJUKEtqBFcvF;9.0;8.0;7.0;0.0;6.0;3.0;7.0;11.0;0.0;17.0;3.0;6.0;10.0;5.0;13.0;3.0;10.0;3.0;5.0;14.0;2.0;20.0;1.0;10.0;173.0;-11.523;3.729;-27.178;-13.997;-10.822;-9.208;-5.268;173.0;220341.162;75026.89;34320.0;170093.0;220564.0;265533.0;536309.0;173.0;116.74;28.992;72.825;94.556;114.75;132.045;204.071;173.0;0.431;0.157;0.069;0.335;0.416;0.521;0.825;173.0;0.303;0.173;0.008;0.158;0.269;0.412;0.764;173.0;0.324;0.224;0.031;0.164;0.266;0.418;0.964;173.0;0.053;0.057;0.026;0.034;0.038;0.05;0.588;173.0;0.79;0.196;0.045;0.727;0.848;0.931;0.995;173.0;0.046;0.167;0.0;0.0;0.0;0.0;0.991;173.0;0.145;0.092;0.052;0.094;0.112;0.152;0.629;2022-01-31 12:57:57.351063
3lYwzzMJbMCXmBqjo0OdSz;5.0;5.0;4.0;0.0;18.0;8.0;2.0;3.0;0.0;34.0;0.0;17.0;44.0;3.0;9.0;4.0;14.0;5.0;8.0;18.0;2.0;21.0;0.0;4.0;228.0;-11.937;5.826;-39.887;-15.243;-10.38;-7.557;-4.674;228.0;212396.289;64819.714;77640.0;170066.0;210786.0;250774.75;431546.0;228.0;119.73;27.271;49.22;100.02;115.97;136.429;191.887;228.0;0.542;0.147;0.202;0.458;0.55;0.671;0.803;228.0;0.567;0.232;0.002;0.429;0.585;0.75;0.958;228.0;0.462;0.303;0.034;0.177;0.442;0.766;0.97;228.0;0.038;0.015;0.024;0.029;0.033;0.042;0.124;228.0;0.297;0.331;0.0;0.011;0.14;0.587;0.971;228.0;0.358;0.364;0.0;0.007;0.236;0.75;0.96;228.0;0.187;0.147;0.03;0.099;0.128;0.244;0.968;2022-01-31 12:57:58.338916
3laWLqafLRIiH8Xq0BQH2G;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;17.0;-7.754;2.154;-11.898;-9.289;-6.707;-6.245;-5.793;17.0;244546.941;39332.005;147048.0;226069.0;246974.0;271880.0;316627.0;17.0;123.141;19.518;80.027;116.887;120.426;140.042;147.997;17.0;0.55;0.092;0.412;0.47;0.534;0.63;0.683;17.0;0.719;0.162;0.407;0.609;0.728;0.865;0.92;17.0;0.455;0.214;0.15;0.289;0.447;0.585;0.887;17.0;0.036;0.02;0.025;0.028;0.031;0.035;0.111;17.0;0.071;0.196;0.0;0.001;0.004;0.06;0.814;17.0;0.001;0.005;0.0;0.0;0.0;0.0;0.019;17.0;0.139;0.082;0.046;0.092;0.103;0.141;0.366;2022-01-31 12:57:59.818008
3lj1OpCVnJO6pZiKhjv6z4;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;4.0;0.0;3.0;1.0;0.0;18.0;-7.111;1.04;-9.22;-7.724;-6.998;-6.406;-5.183;18.0;209978.0;39219.603;128866.0;189266.75;215222.0;226670.0;272821.0;18.0;128.847;22.905;100.029;116.275;123.502;137.58;200.21;18.0;0.592;0.111;0.369;0.543;0.6;0.655;0.787;18.0;0.729;0.121;0.426;0.685;0.774;0.808;0.891;18.0;0.593;0.196;0.291;0.458;0.564;0.764;0.889;18.0;0.038;0.011;0.026;0.029;0.033;0.046;0.057;18.0;0.025;0.043;0.0;0.002;0.006;0.028;0.176;18.0;0.003;0.005;0.0;0.0;0.0;0.004;0.017;18.0;0.282;0.11;0.07;0.21;0.322;0.362;0.441;2022-01-31 12:58:00.519725
3lk6Afqeq4ST8Yz15OkOHE;2.0;2.0;2.0;0.0;4.0;1.0;4.0;5.0;2.0;4.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;3.0;0.0;2.0;0.0;4.0;45.0;-7.915;2.042;-15.434;-9.025;-7.577;-6.255;-5.007;45.0;268726.844;52671.166;178205.0;229146.0;259000.0;298426.0;389719.0;45.0;128.402;16.976;84.969;116.963;128.035;135.272;160.022;45.0;0.536;0.124;0.324;0.457;0.54;0.625;0.845;45.0;0.686;0.144;0.332;0.613;0.716;0.784;0.918;45.0;0.367;0.192;0.073;0.207;0.38;0.508;0.784;45.0;0.044;0.035;0.025;0.03;0.035;0.04;0.24;45.0;0.241;0.243;0.001;0.066;0.122;0.47;0.748;45.0;0.159;0.243;0.0;0.002;0.034;0.172;0.951;45.0;0.2;0.163;0.049;0.097;0.135;0.238;0.864;2022-01-31 12:58:01.051498
3llN4K4R7qTvrIjvJYyz3L;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;-13.486;0.757;-14.085;-13.912;-13.739;-13.187;-12.635;3.0;322213.667;18271.26;302515.0;314017.5;325520.0;332063.0;338606.0;3.0;92.522;6.468;88.765;88.788;88.81;94.4;99.991;3.0;0.505;0.121;0.372;0.452;0.533;0.571;0.609;3.0;0.452;0.102;0.335;0.416;0.498;0.51;0.523;3.0;0.31;0.09;0.221;0.264;0.308;0.354;0.4;3.0;0.034;0.003;0.032;0.032;0.033;0.036;0.038;3.0;0.073;0.107;0.007;0.011;0.016;0.106;0.196;;;;;;;;;3.0;0.077;0.024;0.059;0.063;0.067;0.086;0.104;2022-01-31 12:58:01.744906
3lmtDdbDJ1PNTP6T10JNeV;0.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;7.0;0.0;2.0;27.0;-8.222;3.158;-17.229;-10.208;-8.378;-5.812;-3.472;27.0;374714.519;239457.176;55860.0;213839.5;302683.0;405213.0;979653.0;27.0;113.392;27.249;72.258;92.389;112.69;128.637;171.95;27.0;0.321;0.123;0.141;0.222;0.341;0.366;0.673;27.0;0.66;0.239;0.139;0.462;0.699;0.852;0.981;27.0;0.243;0.161;0.034;0.107;0.202;0.392;0.548;27.0;0.043;0.014;0.028;0.036;0.04;0.045;0.08;27.0;0.41;0.367;0.0;0.042;0.411;0.822;0.977;27.0;0.636;0.331;0.015;0.414;0.8;0.895;0.96;27.0;0.151;0.134;0.088;0.098;0.112;0.135;0.761;2022-01-31 12:58:02.272772
3lwRbCTt1qmo0QgXUai8ao;30.0;3.0;20.0;5.0;12.0;26.0;6.0;24.0;1.0;49.0;4.0;43.0;53.0;18.0;23.0;3.0;8.0;17.0;11.0;33.0;6.0;18.0;5.0;19.0;437.0;-8.695;3.373;-26.818;-10.682;-7.836;-6.379;-3.168;437.0;200506.961;39150.116;19706.0;175253.0;199853.0;227600.0;369813.0;437.0;117.433;29.709;48.919;91.573;115.534;138.281;194.546;437.0;0.482;0.141;0.145;0.372;0.464;0.6;0.852;437.0;0.58;0.176;0.172;0.441;0.584;0.713;0.966;437.0;0.506;0.239;0.088;0.324;0.443;0.661;0.972;437.0;0.091;0.109;0.026;0.039;0.055;0.092;0.929;437.0;0.505;0.261;0.001;0.305;0.561;0.7;0.974;437.0;0.007;0.059;0.0;0.0;0.0;0.0;0.859;437.0;0.344;0.292;0.037;0.12;0.225;0.465;0.989;2022-01-31 12:58:02.989619
3m2hMgWeoh97Iz7yIpjao1;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;1.0;0.0;0.0;2.0;0.0;6.0;0.0;2.0;0.0;1.0;21.0;-6.758;1.008;-8.143;-7.355;-7.149;-5.803;-4.908;21.0;247550.429;42621.798;189333.0;221120.0;242573.0;265067.0;349827.0;21.0;119.841;23.536;74.969;105.018;119.968;129.982;179.897;21.0;0.605;0.105;0.361;0.581;0.617;0.666;0.77;21.0;0.716;0.128;0.465;0.67;0.74;0.8;0.963;21.0;0.557;0.255;0.093;0.394;0.571;0.735;0.962;21.0;0.032;0.008;0.026;0.028;0.03;0.032;0.06;21.0;0.256;0.163;0.007;0.182;0.26;0.333;0.577;21.0;0.087;0.197;0.0;0.0;0.001;0.044;0.677;21.0;0.209;0.138;0.07;0.102;0.15;0.329;0.555;2022-01-31 12:58:05.065439
3m3htXTs226gOEiAwiP6hd;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;-8.745;2.364;-12.32;-9.569;-8.373;-7.7;-4.364;10.0;174024.6;23203.88;143793.0;152445.0;175846.0;193616.75;206666.0;10.0;116.551;22.26;85.019;97.435;117.99;129.953;154.964;10.0;0.683;0.163;0.407;0.557;0.698;0.804;0.879;10.0;0.527;0.101;0.421;0.437;0.499;0.606;0.699;10.0;0.505;0.152;0.302;0.395;0.454;0.627;0.753;10.0;0.151;0.119;0.041;0.054;0.094;0.241;0.334;10.0;0.346;0.182;0.001;0.242;0.413;0.459;0.57;10.0;0.003;0.009;0.0;0.0;0.0;0.0;0.03;10.0;0.121;0.058;0.071;0.08;0.112;0.141;0.264;2022-01-31 12:58:05.560092
3m9TRIsbery0W3Ug9CNsuN;1.0;0.0;2.0;0.0;4.0;1.0;0.0;1.0;0.0;6.0;1.0;7.0;8.0;1.0;8.0;1.0;1.0;2.0;0.0;8.0;0.0;6.0;0.0;1.0;59.0;-8.136;2.15;-14.486;-9.578;-8.134;-6.579;-3.919;59.0;182818.915;113886.694;67396.0;125022.5;177931.0;204748.5;939937.0;59.0;118.802;24.908;58.676;104.464;119.922;126.012;199.548;59.0;0.6;0.155;0.245;0.507;0.636;0.698;0.864;59.0;0.611;0.216;0.0;0.45;0.64;0.754;0.985;59.0;0.481;0.247;0.04;0.31;0.491;0.67;0.913;59.0;0.068;0.067;0.025;0.035;0.043;0.059;0.399;59.0;0.243;0.27;0.001;0.018;0.148;0.379;0.974;59.0;0.152;0.24;0.0;0.001;0.027;0.181;0.897;59.0;0.207;0.15;0.049;0.101;0.13;0.296;0.629;2022-01-31 12:58:06.274984
3mGw5gFsLYHh3BdxyjRZBI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;0.0;4.0;1.0;0.0;7.0;0.0;4.0;0.0;0.0;23.0;-5.107;1.655;-11.499;-5.346;-4.793;-4.35;-2.859;23.0;195730.043;44868.362;93520.0;173613.0;190986.0;225633.0;284333.0;23.0;137.441;34.606;72.065;104.12;155.142;167.436;177.135;23.0;0.552;0.119;0.329;0.456;0.57;0.619;0.748;23.0;0.785;0.125;0.454;0.744;0.847;0.866;0.935;23.0;0.733;0.174;0.328;0.672;0.784;0.846;0.965;23.0;0.075;0.044;0.033;0.045;0.062;0.097;0.214;23.0;0.294;0.184;0.068;0.202;0.279;0.328;0.989;;;;;;;;;23.0;0.179;0.166;0.048;0.092;0.111;0.186;0.795;2022-01-31 12:58:06.924941
