artist_id;key_count_C_minor;key_count_Db_minor;key_count_D_minor;key_count_Eb_minor;key_count_E_minor;key_count_F_minor;key_count_Gb_minor;key_count_G_minor;key_count_Ab_minor;key_count_A_minor;key_count_Bb_minor;key_count_B_minor;key_count_C_major;key_count_Db_major;key_count_D_major;key_count_Eb_major;key_count_E_major;key_count_F_major;key_count_Gb_major;key_count_G_major;key_count_Ab_major;key_count_A_major;key_count_Bb_major;key_count_B_major;loudness_count;loudness_mean;loudness_std;loudness_min;loudness_1Q;loudness_median;loudness_3Q;loudness_max;duration_count;duration_mean;duration_std;duration_min;duration_1Q;duration_median;duration_3Q;duration_max;tempo_count;tempo_mean;tempo_std;tempo_min;tempo_1Q;tempo_median;tempo_3Q;tempo_max;danceability_count;danceability_mean;danceability_std;danceability_min;danceability_1Q;danceability_median;danceability_3Q;danceability_max;energy_count;energy_mean;energy_std;energy_min;energy_1Q;energy_median;energy_3Q;energy_max;valence_count;valence_mean;valence_std;valence_min;valence_1Q;valence_median;valence_3Q;valence_max;speechiness_count;speechiness_mean;speechiness_std;speechiness_min;speechiness_1Q;speechiness_median;speechiness_3Q;speechiness_max;acousticness_count;acousticness_mean;acousticness_std;acousticness_min;acousticness_1Q;acousticness_median;acousticness_3Q;acousticness_max;instrumentalness_count;instrumentalness_mean;instrumentalness_std;instrumentalness_min;instrumentalness_1Q;instrumentalness_median;instrumentalness_3Q;instrumentalness_max;liveness_count;liveness_mean;liveness_std;liveness_min;liveness_1Q;liveness_median;liveness_3Q;liveness_max;last_updated
02D4uO77XaVMcOI35mtimj;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;-6.985;1.747;-8.747;-8.064;-7.247;-6.168;-4.7;4.0;261993.0;75859.419;181290.0;226010.25;251583.5;287566.25;363515.0;4.0;120.87;20.527;94.792;112.989;122.041;129.921;144.607;4.0;0.317;0.09;0.24;0.241;0.306;0.382;0.415;4.0;0.755;0.173;0.526;0.672;0.79;0.874;0.914;4.0;0.232;0.243;0.035;0.107;0.154;0.279;0.586;4.0;0.059;0.033;0.035;0.035;0.046;0.07;0.106;4.0;0.264;0.168;0.031;0.2;0.312;0.376;0.403;4.0;0.553;0.433;0.001;0.313;0.652;0.893;0.909;4.0;0.119;0.048;0.079;0.095;0.104;0.128;0.189;2022-01-31 12:27:33.591315
02Fy8xc637qLXQfU5672ON;4.0;7.0;0.0;0.0;2.0;2.0;5.0;0.0;4.0;3.0;5.0;3.0;9.0;10.0;5.0;0.0;0.0;2.0;9.0;7.0;3.0;3.0;1.0;1.0;85.0;-7.997;6.136;-60.0;-8.73;-7.141;-5.695;-3.63;85.0;187517.082;60293.397;88007.0;134114.0;186311.0;219269.0;412851.0;85.0;112.028;40.459;0.0;85.96;89.916;148.038;182.882;85.0;0.632;0.133;0.0;0.565;0.652;0.709;0.862;85.0;0.682;0.152;0.0;0.614;0.714;0.781;0.962;85.0;0.612;0.215;0.0;0.472;0.628;0.78;0.963;85.0;0.353;0.168;0.0;0.24;0.346;0.461;0.911;85.0;0.469;0.228;0.0;0.289;0.522;0.63;0.982;;;;;;;;;85.0;0.19;0.112;0.0;0.108;0.15;0.293;0.507;2022-01-31 12:27:34.196336
02IdbQSdn4GOZsOAlDXx41;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;3.0;0.0;9.0;1.0;1.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;29.0;-8.443;2.817;-20.647;-9.051;-7.99;-7.453;-5.233;29.0;237181.793;33087.169;168736.0;218720.0;230240.0;252490.0;330698.0;29.0;114.257;26.243;71.756;93.127;116.166;126.427;179.723;29.0;0.541;0.1;0.332;0.476;0.557;0.611;0.705;29.0;0.578;0.15;0.201;0.529;0.569;0.677;0.849;29.0;0.473;0.16;0.164;0.357;0.467;0.602;0.766;29.0;0.076;0.168;0.026;0.032;0.041;0.053;0.944;29.0;0.41;0.264;0.028;0.21;0.414;0.65;0.939;;;;;;;;;29.0;0.438;0.279;0.08;0.146;0.376;0.691;0.881;2022-01-31 12:27:35.215448
02Nbktg6lCJiazPM6YYTMz;3.0;8.0;10.0;1.0;8.0;2.0;2.0;2.0;0.0;22.0;3.0;12.0;32.0;2.0;40.0;0.0;28.0;13.0;1.0;40.0;0.0;17.0;4.0;6.0;256.0;-6.205;2.172;-17.567;-6.998;-5.848;-4.806;-1.798;256.0;262506.348;57140.695;47333.0;224529.5;256259.5;294783.25;432720.0;256.0;125.441;25.263;72.976;110.003;124.558;139.295;208.036;256.0;0.568;0.117;0.247;0.517;0.584;0.636;0.803;256.0;0.765;0.163;0.185;0.69;0.798;0.896;0.984;256.0;0.552;0.219;0.053;0.377;0.531;0.742;0.972;256.0;0.045;0.029;0.023;0.03;0.034;0.048;0.194;256.0;0.179;0.22;0.0;0.013;0.07;0.274;0.875;256.0;0.009;0.05;0.0;0.0;0.0;0.001;0.636;256.0;0.313;0.306;0.03;0.101;0.156;0.36;0.991;2022-01-31 12:27:36.028980
02WiMWJUw1eRS0d2tEJauw;0.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;10.0;0.0;0.0;22.0;-7.616;1.356;-10.356;-8.426;-7.878;-6.504;-5.195;22.0;189189.409;28079.721;122728.0;174929.0;193156.5;200673.25;250026.0;22.0;121.633;27.231;74.992;102.328;120.018;124.923;174.063;22.0;0.708;0.13;0.403;0.634;0.736;0.793;0.925;22.0;0.518;0.133;0.301;0.459;0.518;0.6;0.752;22.0;0.709;0.173;0.335;0.558;0.748;0.859;0.958;22.0;0.041;0.007;0.031;0.035;0.04;0.047;0.054;22.0;0.443;0.222;0.033;0.336;0.448;0.606;0.817;22.0;0.041;0.181;0.0;0.0;0.0;0.006;0.85;22.0;0.186;0.095;0.083;0.109;0.151;0.249;0.384;2022-01-31 12:27:37.460716
02dD7UDKwwv1dHNVpKMxOm;1.0;0.0;2.0;2.0;2.0;0.0;6.0;3.0;3.0;1.0;0.0;1.0;2.0;3.0;7.0;0.0;3.0;1.0;2.0;6.0;1.0;3.0;0.0;0.0;49.0;-12.202;4.084;-22.388;-14.452;-12.118;-9.123;-4.006;49.0;239235.245;78247.214;46218.0;176520.0;243453.0;297840.0;396160.0;49.0;114.542;35.381;72.903;87.728;104.404;135.48;208.191;49.0;0.481;0.115;0.232;0.389;0.469;0.565;0.738;49.0;0.349;0.173;0.026;0.245;0.369;0.435;0.679;49.0;0.37;0.26;0.032;0.142;0.336;0.558;0.964;49.0;0.057;0.08;0.027;0.031;0.036;0.046;0.579;49.0;0.593;0.239;0.002;0.417;0.633;0.771;0.937;49.0;0.075;0.139;0.0;0.001;0.024;0.071;0.593;49.0;0.18;0.162;0.062;0.086;0.114;0.198;0.881;2022-01-31 12:27:38.199547
02lmbnTCUzsRQxXbDhNx68;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;20.0;-5.826;1.123;-8.221;-6.363;-5.954;-5.03;-3.775;20.0;264622.25;108627.032;64066.0;184613.25;261553.0;307129.5;600000.0;20.0;123.211;21.692;85.003;110.012;124.988;135.052;174.034;20.0;0.462;0.084;0.253;0.431;0.458;0.511;0.591;20.0;0.844;0.121;0.41;0.812;0.864;0.911;0.962;20.0;0.377;0.173;0.038;0.284;0.372;0.486;0.711;20.0;0.053;0.017;0.027;0.039;0.052;0.064;0.089;20.0;0.06;0.185;0.0;0.001;0.007;0.033;0.839;20.0;0.042;0.135;0.0;0.0;0.001;0.002;0.563;20.0;0.18;0.156;0.046;0.092;0.107;0.227;0.705;2022-01-31 12:27:38.957888
030UwGR3BXKQwnu36qDA0O;4.0;2.0;8.0;2.0;17.0;2.0;2.0;0.0;0.0;15.0;0.0;8.0;3.0;0.0;6.0;0.0;3.0;2.0;0.0;2.0;0.0;8.0;0.0;0.0;84.0;-8.272;2.273;-18.169;-9.167;-7.748;-6.872;-5.104;84.0;245116.56;62968.541;67669.0;198880.0;239013.0;280320.0;435546.0;84.0;120.422;19.957;82.033;104.111;124.57;134.056;154.492;84.0;0.616;0.103;0.339;0.569;0.64;0.68;0.778;84.0;0.493;0.16;0.226;0.368;0.444;0.612;0.851;84.0;0.474;0.245;0.073;0.29;0.427;0.694;0.948;84.0;0.06;0.081;0.026;0.03;0.037;0.057;0.717;84.0;0.594;0.217;0.057;0.43;0.62;0.753;0.962;;;;;;;;;84.0;0.144;0.085;0.065;0.089;0.106;0.148;0.378;2022-01-31 12:27:39.553641
034CCWMfVThmBT8b3xXarS;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;14.0;-9.837;1.454;-12.08;-11.113;-9.491;-8.514;-8.089;14.0;239858.714;28254.814;206233.0;219530.75;228582.5;269893.0;288369.0;14.0;118.254;17.903;89.615;104.767;119.994;120.78;159.925;14.0;0.615;0.141;0.271;0.591;0.648;0.708;0.751;14.0;0.576;0.094;0.38;0.52;0.556;0.634;0.736;14.0;0.319;0.193;0.04;0.185;0.338;0.425;0.79;14.0;0.046;0.013;0.032;0.034;0.046;0.049;0.067;14.0;0.138;0.148;0.0;0.009;0.059;0.293;0.368;14.0;0.157;0.318;0.0;0.0;0.0;0.015;0.931;14.0;0.119;0.063;0.056;0.091;0.102;0.11;0.302;2022-01-31 12:27:40.451640
0365zk97c4aJc4YNCErVZc;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;17.0;-9.38;2.682;-17.012;-10.542;-9.378;-8.126;-4.719;17.0;242215.706;130692.309;78250.0;208000.0;214250.0;251750.0;716885.0;17.0;129.231;20.499;81.988;120.029;125.022;139.996;174.048;17.0;0.728;0.113;0.468;0.683;0.728;0.762;0.941;17.0;0.578;0.186;0.082;0.53;0.55;0.633;0.926;17.0;0.53;0.207;0.054;0.482;0.497;0.677;0.857;17.0;0.058;0.053;0.028;0.035;0.042;0.057;0.254;17.0;0.275;0.239;0.01;0.096;0.254;0.392;0.967;17.0;0.047;0.177;0.0;0.0;0.0;0.004;0.735;17.0;0.183;0.107;0.07;0.109;0.139;0.287;0.381;2022-01-31 12:27:41.265660
03COuk5mSMWgxx8z9NlyE2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;-7.569;0.849;-8.938;-7.88;-7.392;-7.189;-6.313;8.0;201899.375;20232.68;183079.0;188575.0;195241.0;208719.25;244351.0;8.0;114.764;16.766;79.197;112.818;117.684;118.692;139.695;8.0;0.733;0.063;0.629;0.688;0.752;0.776;0.801;8.0;0.598;0.102;0.45;0.553;0.585;0.627;0.761;8.0;0.568;0.17;0.309;0.466;0.542;0.662;0.839;8.0;0.027;0.002;0.023;0.025;0.027;0.029;0.03;8.0;0.399;0.176;0.15;0.299;0.408;0.486;0.7;;;;;;;;;8.0;0.14;0.048;0.09;0.123;0.13;0.138;0.249;2022-01-31 12:27:42.040625
03XfK4Zg9ratqfrRhOXZ5Z;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;16.0;-6.97;0.894;-8.468;-7.608;-6.99;-6.176;-5.552;16.0;242650.5;39669.068;170098.0;219468.75;240261.0;263420.0;313920.0;16.0;130.49;28.505;87.027;114.493;128.572;141.852;197.343;16.0;0.453;0.117;0.217;0.377;0.459;0.532;0.657;16.0;0.664;0.139;0.406;0.588;0.677;0.732;0.906;16.0;0.29;0.148;0.087;0.162;0.246;0.41;0.538;16.0;0.048;0.017;0.032;0.037;0.046;0.05;0.105;16.0;0.044;0.096;0.0;0.001;0.008;0.049;0.392;16.0;0.005;0.009;0.0;0.0;0.001;0.005;0.031;16.0;0.179;0.144;0.06;0.09;0.11;0.234;0.627;2022-01-31 12:27:42.659311
03a2mZJstuO5XoEyntGLb5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;13.0;-7.255;1.79;-10.379;-8.576;-7.246;-5.499;-5.276;13.0;161583.923;30999.433;110375.0;136750.0;160941.0;175500.0;230554.0;13.0;152.855;26.301;89.176;144.038;166.009;169.893;174.118;13.0;0.418;0.059;0.308;0.411;0.419;0.438;0.56;13.0;0.822;0.113;0.571;0.763;0.829;0.933;0.955;13.0;0.553;0.227;0.036;0.475;0.576;0.702;0.891;13.0;0.044;0.014;0.026;0.034;0.04;0.059;0.067;13.0;0.002;0.004;0.0;0.0;0.0;0.001;0.012;13.0;0.381;0.288;0.0;0.178;0.306;0.582;0.913;13.0;0.177;0.108;0.065;0.103;0.145;0.287;0.36;2022-01-31 12:27:43.297535
03aE4RZjXdoqjP6FkB15Cw;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;15.0;-6.714;1.116;-8.477;-7.432;-6.728;-6.024;-4.781;15.0;231600.6;49204.479;159400.0;196040.0;236386.0;248746.5;346160.0;15.0;112.433;16.706;89.993;97.799;110.911;126.984;139.986;15.0;0.633;0.061;0.493;0.616;0.635;0.675;0.738;15.0;0.679;0.114;0.386;0.649;0.695;0.734;0.865;15.0;0.531;0.17;0.247;0.447;0.533;0.589;0.854;15.0;0.032;0.008;0.024;0.027;0.03;0.034;0.056;15.0;0.249;0.234;0.012;0.064;0.179;0.398;0.73;15.0;0.104;0.239;0.0;0.0;0.003;0.048;0.776;15.0;0.149;0.061;0.078;0.092;0.125;0.202;0.251;2022-01-31 12:27:43.867887
03opeXA9lavlaoCEy0xyV0;2.0;2.0;1.0;0.0;5.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;4.0;1.0;0.0;25.0;-8.052;2.423;-15.179;-9.211;-7.684;-6.456;-4.348;25.0;258937.76;67644.269;58106.0;228293.0;247000.0;309800.0;424400.0;25.0;121.417;24.307;86.738;106.999;112.936;133.934;176.056;25.0;0.481;0.154;0.168;0.356;0.496;0.572;0.745;25.0;0.564;0.152;0.247;0.486;0.565;0.669;0.816;25.0;0.415;0.233;0.038;0.226;0.303;0.58;0.902;25.0;0.037;0.01;0.026;0.031;0.034;0.042;0.065;25.0;0.168;0.218;0.001;0.033;0.071;0.207;0.882;25.0;0.161;0.24;0.0;0.013;0.025;0.196;0.765;25.0;0.198;0.149;0.042;0.112;0.123;0.252;0.685;2022-01-31 12:27:44.439715
03poUxA2d4drTd4kNWGPiX;1.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;20.0;-18.702;3.55;-26.4;-20.527;-18.074;-15.764;-13.264;20.0;245030.2;73535.324;97027.0;213759.25;245000.0;273000.0;481079.0;20.0;106.904;26.458;79.794;93.954;101.008;114.994;190.142;20.0;0.666;0.161;0.282;0.621;0.7;0.766;0.837;20.0;0.287;0.124;0.046;0.213;0.281;0.364;0.517;20.0;0.446;0.269;0.04;0.286;0.369;0.652;0.961;20.0;0.063;0.065;0.026;0.033;0.045;0.071;0.327;20.0;0.514;0.267;0.027;0.369;0.564;0.689;0.933;20.0;0.765;0.222;0.116;0.736;0.838;0.91;0.966;20.0;0.115;0.058;0.063;0.082;0.106;0.12;0.345;2022-01-31 12:27:45.125294
03waKpa34HzQKcnsRKGLhG;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;9.0;-7.884;1.383;-9.845;-8.961;-7.621;-7.249;-5.981;9.0;265836.0;47310.897;190953.0;234149.0;266002.0;279087.0;344097.0;9.0;113.152;17.439;85.98;105.251;118.062;120.157;135.059;9.0;0.661;0.084;0.528;0.638;0.686;0.717;0.781;9.0;0.787;0.082;0.626;0.746;0.785;0.827;0.901;9.0;0.602;0.087;0.494;0.525;0.624;0.655;0.721;9.0;0.07;0.023;0.038;0.054;0.067;0.08;0.11;9.0;0.121;0.206;0.0;0.001;0.002;0.158;0.635;9.0;0.296;0.378;0.0;0.0;0.026;0.505;0.953;9.0;0.175;0.105;0.065;0.085;0.137;0.244;0.376;2022-01-31 12:27:45.899766
048Ps9xL1nU6dsliRDJi3y;0.0;1.0;2.0;0.0;2.0;0.0;5.0;0.0;0.0;5.0;1.0;7.0;14.0;1.0;12.0;2.0;10.0;1.0;1.0;9.0;2.0;10.0;1.0;4.0;90.0;-8.215;4.521;-28.061;-9.9;-6.728;-5.21;-3.463;90.0;180712.856;57594.795;67720.0;136119.5;169493.0;234139.75;339546.0;90.0;125.656;33.171;68.038;96.345;116.516;154.478;204.21;90.0;0.426;0.147;0.139;0.326;0.436;0.53;0.759;90.0;0.641;0.206;0.115;0.504;0.694;0.8;0.953;90.0;0.456;0.207;0.025;0.311;0.454;0.591;0.914;90.0;0.057;0.057;0.023;0.031;0.039;0.054;0.389;90.0;0.256;0.328;0.0;0.001;0.099;0.392;0.995;90.0;0.069;0.192;0.0;0.0;0.0;0.012;0.898;90.0;0.225;0.21;0.032;0.098;0.13;0.244;0.944;2022-01-31 12:27:46.525292
048Ti2wAau4jtXO018mNd4;0.0;2.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;11.0;0.0;9.0;3.0;0.0;9.0;0.0;10.0;1.0;0.0;56.0;-4.994;1.425;-9.646;-5.664;-4.926;-3.889;-2.92;56.0;260511.821;99966.662;116786.0;210176.5;236303.0;278179.75;664174.0;56.0;139.3;31.558;83.966;114.964;136.89;166.235;200.706;56.0;0.545;0.099;0.372;0.461;0.542;0.61;0.771;56.0;0.826;0.117;0.458;0.807;0.852;0.896;0.966;56.0;0.62;0.196;0.247;0.458;0.595;0.803;0.94;56.0;0.071;0.06;0.025;0.034;0.046;0.094;0.261;56.0;0.156;0.178;0.0;0.021;0.078;0.249;0.706;56.0;0.039;0.088;0.0;0.0;0.001;0.018;0.362;56.0;0.368;0.273;0.063;0.134;0.296;0.614;0.972;2022-01-31 12:27:47.515601
04qttEjQ9rKMZSOz1jBLNo;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;-9.713;4.458;-15.726;-11.756;-8.577;-6.534;-5.972;4.0;183160.0;18769.672;160052.0;172072.25;185705.0;196792.75;201178.0;4.0;111.156;35.578;77.649;89.94;103.526;124.742;159.923;4.0;0.586;0.029;0.553;0.567;0.59;0.609;0.611;4.0;0.614;0.199;0.363;0.551;0.62;0.683;0.851;4.0;0.637;0.153;0.463;0.554;0.63;0.712;0.826;4.0;0.203;0.205;0.023;0.035;0.174;0.341;0.44;4.0;0.424;0.333;0.188;0.208;0.302;0.52;0.905;;;;;;;;;4.0;0.335;0.224;0.084;0.215;0.318;0.438;0.618;2022-01-31 12:27:48.160166
04zHqhsxLlamQ7uuGiL4IR;0.0;0.0;2.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;6.0;2.0;3.0;2.0;3.0;0.0;2.0;2.0;2.0;4.0;0.0;1.0;36.0;-9.25;6.298;-20.954;-15.212;-6.582;-5.373;-1.179;36.0;201381.5;77660.378;34366.0;177719.75;208607.0;242769.5;365375.0;36.0;123.658;23.669;72.623;105.793;124.822;139.596;166.624;36.0;0.485;0.169;0.078;0.416;0.487;0.575;0.87;36.0;0.625;0.26;0.069;0.417;0.698;0.84;0.955;36.0;0.485;0.274;0.025;0.308;0.538;0.681;0.875;36.0;0.046;0.027;0.027;0.033;0.037;0.045;0.163;36.0;0.35;0.368;0.0;0.009;0.205;0.742;0.981;36.0;0.398;0.39;0.0;0.0;0.329;0.862;0.952;36.0;0.161;0.134;0.05;0.078;0.103;0.205;0.719;2022-01-31 12:27:48.980046
058J9PUxxznZCF54LRVQH5;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;1.0;0.0;6.0;0.0;1.0;2.0;0.0;24.0;-11.763;4.135;-24.764;-12.433;-11.002;-9.332;-5.921;24.0;177081.25;48565.218;63792.0;145757.0;178685.5;213456.25;254679.0;24.0;108.241;30.918;74.927;90.01;98.981;117.734;183.849;24.0;0.585;0.194;0.152;0.486;0.631;0.737;0.855;24.0;0.436;0.144;0.16;0.369;0.416;0.474;0.737;24.0;0.444;0.263;0.038;0.24;0.378;0.748;0.874;24.0;0.039;0.014;0.025;0.031;0.034;0.04;0.082;24.0;0.506;0.275;0.063;0.258;0.548;0.678;0.985;24.0;0.391;0.365;0.001;0.059;0.25;0.72;0.977;24.0;0.162;0.163;0.062;0.073;0.115;0.151;0.665;2022-01-31 12:27:49.705192
059ysTnWcrm4yFwTr0NDjc;2.0;1.0;0.0;9.0;12.0;0.0;2.0;1.0;12.0;3.0;19.0;2.0;7.0;38.0;5.0;3.0;6.0;0.0;8.0;10.0;23.0;11.0;9.0;33.0;216.0;-6.266;3.352;-25.068;-7.227;-5.316;-4.354;-2.213;216.0;238217.509;81061.079;19746.0;191940.0;233239.5;270276.5;613466.0;216.0;127.351;23.135;64.804;110.402;126.974;140.092;202.089;216.0;0.545;0.145;0.199;0.447;0.56;0.652;0.895;216.0;0.785;0.186;0.072;0.684;0.838;0.941;0.992;216.0;0.531;0.227;0.037;0.375;0.541;0.697;0.975;216.0;0.086;0.092;0.025;0.042;0.06;0.1;0.875;216.0;0.158;0.235;0.0;0.002;0.027;0.232;0.819;216.0;0.033;0.147;0.0;0.0;0.0;0.0;0.962;216.0;0.318;0.286;0.03;0.097;0.177;0.488;0.979;2022-01-31 12:27:50.545106
05B4wlRbXlk3r9AjXLZSo9;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;3.0;0.0;1.0;1.0;3.0;0.0;0.0;19.0;-5.492;1.417;-9.727;-5.929;-5.321;-4.696;-3.566;19.0;243503.842;50326.141;172906.0;202125.0;229500.0;284113.0;359800.0;19.0;122.341;33.925;67.774;98.138;109.509;144.247;194.969;19.0;0.354;0.106;0.151;0.272;0.33;0.43;0.549;19.0;0.813;0.117;0.537;0.768;0.833;0.906;0.947;19.0;0.279;0.149;0.074;0.133;0.314;0.397;0.542;19.0;0.052;0.019;0.029;0.035;0.052;0.064;0.093;19.0;0.011;0.013;0.0;0.001;0.004;0.018;0.04;19.0;0.015;0.042;0.0;0.0;0.001;0.002;0.171;19.0;0.174;0.095;0.063;0.104;0.151;0.23;0.374;2022-01-31 12:27:51.806409
05BsKVA8goTXE7WLxDYTyo;0.0;4.0;1.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;24.0;-5.872;4.935;-28.189;-5.152;-4.76;-4.266;-3.293;24.0;218948.042;43011.265;120360.0;190032.75;220379.5;243546.5;293840.0;24.0;126.1;40.031;83.721;91.45;98.008;170.038;185.825;24.0;0.471;0.117;0.082;0.417;0.482;0.551;0.629;24.0;0.786;0.192;0.036;0.81;0.839;0.872;0.935;24.0;0.444;0.173;0.031;0.34;0.462;0.562;0.791;24.0;0.052;0.016;0.027;0.04;0.051;0.063;0.076;24.0;0.022;0.084;0.0;0.0;0.001;0.005;0.413;24.0;0.042;0.173;0.0;0.0;0.0;0.002;0.85;24.0;0.205;0.144;0.058;0.102;0.142;0.264;0.652;2022-01-31 12:27:52.470027
05Klvqj5exVURUN4MSUYUW;2.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;6.0;0.0;1.0;4.0;5.0;16.0;2.0;8.0;10.0;9.0;26.0;1.0;10.0;2.0;7.0;121.0;-6.206;1.996;-18.072;-6.841;-5.825;-4.891;-3.157;121.0;224800.628;60161.194;33388.0;205728.0;224600.0;246595.0;430472.0;121.0;131.156;28.367;81.025;104.997;132.048;147.938;199.984;121.0;0.539;0.129;0.284;0.447;0.536;0.657;0.745;121.0;0.7;0.171;0.241;0.562;0.711;0.861;0.941;121.0;0.48;0.248;0.037;0.291;0.434;0.723;0.963;121.0;0.046;0.022;0.024;0.031;0.038;0.054;0.118;121.0;0.197;0.211;0.0;0.03;0.097;0.34;0.836;121.0;0.045;0.183;0.0;0.0;0.0;0.0;0.945;121.0;0.153;0.089;0.046;0.099;0.115;0.165;0.539;2022-01-31 12:27:53.097022
05NEGCiyDYaJtcPiagl46Y;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;1.0;3.0;2.0;0.0;0.0;0.0;24.0;-8.136;1.405;-12.345;-8.784;-7.703;-7.161;-6.669;24.0;207847.208;35927.095;151953.0;180588.0;209641.0;231239.5;266085.0;24.0;124.006;31.561;77.017;94.031;120.842;144.759;185.684;24.0;0.61;0.137;0.33;0.549;0.618;0.682;0.884;24.0;0.457;0.12;0.251;0.38;0.464;0.542;0.649;24.0;0.604;0.165;0.278;0.502;0.583;0.732;0.898;24.0;0.041;0.017;0.026;0.032;0.036;0.041;0.09;24.0;0.652;0.196;0.19;0.552;0.711;0.77;0.955;24.0;0.023;0.082;0.0;0.0;0.0;0.004;0.4;24.0;0.223;0.208;0.047;0.116;0.147;0.22;0.939;2022-01-31 12:27:54.245537
05OJ2NpamyCTTStDnvwVZw;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;3.0;0.0;5.0;0.0;1.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;24.0;-7.372;2.404;-17.805;-7.772;-6.912;-6.422;-5.023;24.0;201062.125;42540.448;121846.0;174583.25;194040.5;227443.75;298077.0;24.0;126.053;23.782;75.011;117.335;130.023;145.004;160.072;24.0;0.611;0.092;0.357;0.583;0.636;0.67;0.772;24.0;0.658;0.139;0.283;0.573;0.7;0.769;0.847;24.0;0.474;0.217;0.088;0.35;0.461;0.581;0.865;24.0;0.037;0.011;0.026;0.031;0.033;0.043;0.072;24.0;0.139;0.242;0.0;0.006;0.031;0.117;0.838;24.0;0.12;0.251;0.0;0.0;0.002;0.055;0.888;24.0;0.171;0.117;0.04;0.106;0.124;0.212;0.545;2022-01-31 12:27:55.302259
